text,label
Write a Python function that takes two integers and returns their least common multiple.,0
"Rewrite the following paragraph in the active voice
The new policy will be implemented by the employees in the management department.",0
Generate three different ways to greet the user.,0
Name one way to start a conversation with someone you don't know.,0
Compose a poem about a single color.,0
"Provide the answer to the equation.
7 + 6",0
Write a limerick about a holiday.,0
"Provide a definition of the word ""vacillation"".",0
Write a haiku about the ocean.,0
"Organize the following words into a meaningful sentence.
tall life the in",0
"Sort the following items into two categories.
pencil, apple, phone",0
"Rewrite the following sentence with more accurate grammar.
She done a lot of good",0
Name three government positions in the United States.,0
"Improve the following sentence by using a better transition.
We did not have enough time so we had to leave.",0
Describe the character of Romeo from Romeo and Juliet.,0
"Determine which statement is true.
America is the third largest country in the world
Australia is the second largest country in the world",0
Make a list of five items that you need to buy in a grocery store.,0
Name five societal advantages of the internet.,0
"Re-write this sentence using an active voice.
The boat was crashed by the captain.",0
"Check if the following phrase is a well-formed formula
∃x P(x)",0
Describe the similarities and difference between cats and dogs.,0
Provide an example of how AI can solve a problem.,0
"Change the given verb to its past perfect form.
take",0
List five ways to reduce energy consumption.,0
Name 6 components of an artificial neural network,0
"Using the provided information, build a SQL query to extract the top 10 highest valued orders.
Table Name: Orders
Columns: ID (primary key), value, customer_id, date",0
"Create a listicle using the given data.
Topic: Tips for Financial Planning
List:
1. Set a budget
2. Track your spending
3. Invest in stocks
4. Pay off debts",0
"Answer this math problem.
12/8",0
Generate a list of 5 creative ways to use technology in the classroom.,0
Describe the process of creating a website from scratch.,0
Name 3 countries that border France.,0
"Summarize the given article in 1-2 sentences.
The recent Arctic temperature increase highlights the effects of climate change on the sensitive Arctic environment.",0
"Provide a summary for the passage given below.
Artificial intelligence (AI) is a broad field that seeks to mimic or augment human capabilities through information processing technology and algorithms. AI has been an area of study since the 1950s, but has gained popular attention in recent years due to vast improvements in processing power. While some fear existential threats such as a Terminator-like hypothetical AI takeover, most of the practical applications of AI are in mundane areas such as image recognition, natural language processing, and task automation. AI is used to improve or automate mundane tasks, quickly identify patterns, and predict future events.",0
"Choose the most appropriate answer
What is the most abundant gas in Earth's atmosphere?

A. Methane
B. Oxygen
C. Nitrogen
D. Hydrogen",0
Provide 3 practice questions for multiplication,0
Provide an example of an antonym for the word “happy”,0
"Create an analogy using the following word
cheetah",0
"Provide a topic for the following passage
The vegan diet is becoming increasingly popular, as an increasing number of people are making the switch for environmental, ethical, and health reasons. People on a vegan diet consume only plant-based foods, such as fruits, vegetables, grains, nuts, and seeds. Veganism has also become popular with athletes, as many have discovered that a rich and varied vegan diet can help them reach their fitness goals.",0
Generate a story about a girl who visits an alien planet.,0
List five steps for comparing two products.,0
"Perform a sentiment analysis on the given sentence.
I love this movie!",0
Evaluate the following expression: (6+2)*(2-2).,0
Find the temperature of boiling water at sea level.,0
Outline the events of the following movie: The Great Gatsby.,0
"Calculate the area of a triangle with the following sides: 10, 14, 8.",0
Outline a strategy for increasing website traffic.,0
Make a list of four styles of furniture.,0
List four strategies for teaching children to read.,0
Compute the derivative of 2x^2 + 5x.,0
Describe the process of osmosis.,0
Describe a tool used for debugging a program.,0
Edit the following sentence to eliminate any grammar errors: They tried to fix the car all day.,0
"Compare and contrast the two pieces of software, Microsoft Word and Google Docs.",0
"Select the most appropriate word from the list.
joyful, joyous, festive",0
Write a humorous joke.,0
Put together a business plan for a new restaurant.,0
Devise a strategic plan for a fashion brand to increase its online presence.,0
"Choose the correct answer.
Who wrote the novel ""Jane Eyre""?",0
"Write a definition for the word ""meander"".",0
"Determine a price point for the item.
Widget",0
"List five of the main characters in the movie.
Titanic",0
Compare and contrast the 3 most popular sports in the U.S.,0
Write 3 facts about the Tour de France,0
Describe the 1981 NBA MVP award ceremony,0
List 5 different fruit,0
"Rewrite the following sentence:

""The candidate is a highly motivated individual""",0
Name 4 different types of art,0
What is the history of the Tour de France?,0
"In 50 words or less, describe the type of atmosphere a modern basketball game",0
What is black box testing and why is it important?,0
How can we use machine learning to improve sports coaching?,0
List 5 benefits of playing sports,0
Describe the impact of the Tour de France on the history of cycling,0
"Shape the following sentence into a question:

The Houston Rockets are an American professional basketball team",0
How can analytics be used in sports?,0
Write a paragraph describing a sporting event,0
"Fill in the blank with a word or phrase

The most successful team in the NBA is the ____",0
"Generate 2 sentence of a conversation that takes place between the manager and the customer.
Noinput",0
"Mention two ways in which a business can use Artificial Intelligence.
Noinput",0
"Tell a story about a girl who travels to the moon.
Noinput",0
"Summarize a given poem in max 5 sentences.
The poem ""The Sun Rising"" by John Donne

Noinput",0
"Give a brief answer to the following question.
What is the difference between a Ponzi scheme and a pyramid scheme?",0
"Describe how technology has changed the way we work.
Noinput",0
"Generate a valid opening statement for a speech about the importance of voting.
Noinput",0
"Create a to-do list for a given holiday.
Thanksgiving",0
"Find a sentence that can be used to explain why someone should not use a particular product.
Laser Hair Removal",0
"Generate an opening statement for a speech about the effects of climate change.
Noinput",0
"Find a sentence that could be used to close a speech about the causes of global warming.
Noinput",0
"Give an example of how technology is used in education.
Noinput",0
"Generate two sentences of a conversation that takes place between two shop owners.
Noinput",0
"Generate a question based on the following input.
Humans are the dominant species on Earth.",0
"Given a person's name, provide their job title
Emmeline Pankhurst",0
"Given a set of lyrics, explain the meanings implied by them.
The night is young and we could go wild",0
"Improve the following sentence by making necessary changes.
John and his wife are best friends.",0
"Remove any mistakes in the following sentence.
Everyone whoing to play must sign their name.",0
"Categorize the following items as either furniture or kitchen items.
Chair, Knife, Fork",0
"Compare and contrast the following two items.
Table and Chair",0
"Provide a cause-and-effect explanation for the following statement.
The pandemic has led to a significant increase in online shopping.",0
"Rewrite the following sentence by replacing all the words with synonyms to make the sentence clearer.
Quite a few people alleged that the criminal had committed a serious offence",0
"Read the following story and decide if it is fiction or non-fiction.
A farmer grows a mysterious flower overnight. The farmer is amazed and decides to sell the plant in the market. People from far and wide visit the farmer's market to get a glimpse of the miraculous flower.",0
"Rewrite the following sentence by adding one adjective.
The student was able to understand the difficult concepts.",0
"Analyze the following political statement and determine its accuracy.
Many people agree that the current president has been a successful leader.",0
Take two words and create a completely new word by combining them.,0
"Write a one-sentence summary of the following news article.
The extraordinary measures taken by the government to control the spread of Covid-19 have significantly decreased the number of daily infections in the past month.",0
"Edit the following sentence to make the punctuation and capitalization more accurate.
the baker made the best cookies ive ever eaten",0
"Create a short poem using the word ""moon"".",0
"Suggest a title for the following blog post.
This blog post discusses how technology has changed the way people communicate over the last decade.",0
"Rewrite this sentence by removing the cliche.
She was full of energy, as if she had drunk a liter of coffee.",0
"Price the following item.
A limited edition, handmade wooden toy truck",0
List five advantages of using solar energy.,0
Generate an example of a travel destination in your favorite country.,0
"State the conclusion based on the passage.
The Institute for Economic Footings has predicted that the global economy will start to recover in the second half of 2021.",0
Create an example of a web page.,0
Suppose that an employer asks for three years of working experience for an advertised job. Explain why the requirement is reasonable.,0
"Explain the meaning of the phrase ""actions speak louder than words"".",0
Brainstorm some ideas for a fictional novel.,0
Describe the benefits of exercise.,0
Submit a description of a important event in your life.,0
"Identify the right type of tense used in the sentence.
I am cooking dinner",0
Create a list of three tips for public speaking.,0
"Categorize the following sentence as either factual or opinion-based.
Math is a difficult subject",0
"Classify the following tweet topic
""I'm so excited to visit my family in India!""",0
"Generate a suitable slogan for the following company
ACME Corporation is a logistics company with a focus on shipping vehicles and other international freight.",0
"Categorize the following tweet content
""I love reading books! Good books make my life so much better""",0
"Design a suitable query for the following question
What are the five most important elements in a website homepage?",0
Generate a correct formula to calculate surface area of a triangle,0
"Compose a story based on the following facts
Facts: 
- There is a family who have lived in the countryside for generations.
- They are so far isolated that they had no clue about the world outside of their small village.
- One day a traveler visited them and introduced them to technologies, books and new ideas.",0
"Generate an appropriate follow-up question for the following statement
""I like to go hiking on the weekends""",0
Compose a tweet about successful teamwork,0
"Convert the money value to USD.
2.30 euros",0
"Generate a metaphor that describes the situation.
A hardworking student trying to finish an assignment on time.",0
Calculate the volume of a cylinder with a radius of 10 cm and a height of 5 cm.,0
"Specify the filename for the following document.
The document contains instructions on how to set up a home Wi-Fi network.",0
"Construct a concise summary of the following article.
The article is about the recent findings on the impacts of climate change, including rising temperatures and elevated sea levels, and risk associated with it.",0
"Provide an example of the use of the word ""tentative"".",0
"Create a table that illustrates the results of a survey.
The survey asked people to rate a new website on a scale of 1-5, with 1 being poor and 5 being excellent.",0
"Classify each sentence as either declarative, interrogative, imperative, or exclamatory.
Why would you do that?",0
"Write a soliloquy for a character in the following scene
The scene is set in a medieval castle, where a knight is preparing for battle.",0
"Construct a list containing at least ten items.
Items you need to pack for a camping trip.",0
"Change the underlined word to make the sentence correct.
The tomatoes are ripe for pick.",0
"Generate a new ending to the story.
Once upon a time, there was a young prince who wanted to explore the world. He embarked on a journey full of adventure and discovery.",0
Write a story about a doctor and his patient,0
"Find the synonym of the word ""loathe""",0
Describe a type of bird,0
"Write a math equation to find the geometric mean between two numbers
10 and 15",0
"Classify this sentence as either a declarative or interrogative
Do you agree",0
Make a list of the eight planets in our solar system,0
Generate an analysis of the book To Kill a Mockingbird,0
"Reverse this array: [1, 2, 3, 4, 5]
[1, 2, 3, 4, 5]",0
What is the chemical formula for water?,0
"Explain the term ""impeachment""",0
"Choose the right antonym
Discreet/Flaunt",0
"Rewrite this sentence in the present tense
She had cooked",0
Compose a poem about loneliness.,0
Create a new Twitter profile for a medical doctor.,0
Suggest an effective marketing strategy for a TV show.,0
"Categorize the following items into vegetables and fruits.
Orange, Carrots, Onion, Bananas",0
Construct a web address for a book recommendation website.,0
Explain the purpose of a satellite in two sentences.,0
Invent a new game involving strategy.,0
"Calculate the total cost of the following items.
3 laptop - $1100 each, 2 monitors - $200 each",0
Discuss the most important effects social media has on society.,0
"Create a chart displaying the following data.
Duration of sleep in hours:
Person A: 6
Person B: 7
Person C: 8",0
Describe the difference between plagiarism and copyright infringement.,0
"Tell me an alternative joke that is similar in spirit to the following.
Q: What do you call an alligator in a vest?
A: An investigator.",0
Hypothesize why Australia has over 140 snake species.,0
"Cut the following sentence into two, keeping the meaning intact.
He came out of the house and suddenly remembered he had forgotten to bring his wallet.",0
"Generate a list of items related to the topic given.
Scuba diving",0
"Structures the following instructions into a step by step guide.
Initiate a conversation with someone on LinkedIn for job related advice.",0
"Explain why the following statement is true.
A successful sales pitch should engage the potential buyer.",0
Create a story about a parrot.,0
"Generate a narrative for describing the following event.
A balloon ceremony",0
"Write a tweet about the following topic.
Motivation",0
"Categorize the following sentence as a statement, a question or an exclamation.
Let's get to it.",0
Describe the benefits of having a mentor.,0
List the steps to write a 10-page essay.,0
Identify a tool that can be used to calculate risk.,0
Suggest a method to optimize a website’s performance.,0
Present an argument for why writing a cover letter is important.,0
Propose a strategy to build an effective landing page.,0
Explain the differences between a variable and a constant.,0
Describe the role of a project manager,0
Come up with a use case for an AI-driven chatbot,0
Outline the key differences between the Linux and Windows operating systems.,0
Construct a persuasive argument for why a business should invest in SEO.,0
Give an example of a miscommunication between two people.,0
Summarize the ethical implications of using facial recognition technology.,0
"Based on the following passage, determine the author’s attitude towards the idea that speed is the most important factor in production
The focus on speed in production today is often misguided. Technical proficiency and craftsmanship can take a backseat to the urgency to finish a project quickly. This can be detrimental to the quality of the product, as the diligent worker is not going to be given the time to fix any mistakes that might arise from haste.",0
Construct a vocab list for an AI-powered chatbot.,0
"Given a list of six grocery items, select the two most expensive items
eggs, flour, milk, bananas, cherries, coffee",0
Describe the differences between machine and deep learning,0
Generate a sentence that uses the word ‘zephyr’,0
"Based on the following philosophy passage, determine the author’s primary argument
If we are to believe in our most fundamental capacities for understanding the world, we must first pause to look inward and discover our own subjective values and beliefs. Only by recognizing our own subjective universe can we hope to progress forward to a more objective understanding.",0
"Given a list of four CEOs, choose the one who had the most successful tenure
Mark Zuckerberg, Bill Gates, Elon Musk, Jeff Bezos",0
Explain the physics concept of projectile motion.,0
Write a function to convert Fahrenheit to Celsius,0
"Compute the area of triangle from the given 3 sides
side1=3, side2=4, side3=5",0
"Prepare a statement of cash flows for the given business.
Net income: $ 7,500
Cash flow from operations: $1,200
Cash flow from investing: $2,100
Cash flow from financing: $3,200",0
"Summarize the given paragraph in two sentences.
David was born in 1980. He grew up in a small town in Canada and was an enthusiastic student. He pursued a degree in engineering in a local college and was a star student.",0
Come up with a name for this new product.,0
"Calculate the surface area of a cube from the given side length.
a=4",0
"Change the sentences from active voice to passive voice.
She will write the report.",0
"Compute the median age of the given list of ages.
15, 68, 20, 41, 28",0
"Convert the given time (in minutes) to hours and minutes.
125",0
"Order these countries based on their population size
Canada, Mexico, Brazil",0
List the most recent five books that Mark Twain wrote.,0
Write an algorithm to find the minimum element in an array.,0
Identify the taxonomic classification for humans.,0
"Translate the phrase ""I love you"" into Spanish.",0
"Write a summary of the book ""The Catcher in the Rye"".",0
Create a 5-item shopping list for a healthy breakfast.,0
What is the formula for calculating the area of a triangle?,0
"Read the article and identify the central idea.
Here is the article. 

India is a country of varied cultures, languages, and religions. Each of these elements co-exist peacefully here, giving India its unique and rich identity. People from different backgrounds live in harmony and form strong bonds of friendship which are the foundation of our great nation.",0
Suggest 4 entertaining activities one can do with friends on a weekend.,0
"Construct a sentence using the present tense of the verb ""eat"".",0
Generate a list of 10 adjectives that describe the color blue.,0
Explain the significance of the Battle of Gettysburg.,0
"Delete the 2nd, 4th, and 5th element of the following array: [1, 2, 3, 4, 5, 6, 7].",0
Name two advantages of using a distributed database.,0
Describe a situation where a chatbot would be more useful than a human assistant.,0
Create a dialogue between two colleagues discussing a project they are working on.,0
Name five countries with the most number of UNESCO World Heritage sites.,0
Create a recipe for a Creamy Tomato Soup.,0
Describe the economic system of the United States.,0
Build a bridge between two islands.,0
Create a table of ten of the world's wealthiest people.,0
"Determine the median of the following group of numbers:
8, 22, 11, 47",0
Tell me about the seasons in the temperate forest biome.,0
Convert 28 cm to inches.,0
Predict the weather in Los Angeles tomorrow.,0
Create a plan for a budget-friendly Thanksgiving meal.,0
"Spell the word ""xylophone"".",0
"Create a list of five influential people in the given field, along with a brief description of each person.
Art",0
"Identify what type of machine learning technique would be applicable for the given task description.
Given a large dataset of images, create a model that can accurately classify the images.",0
"Suggest how to improve the execution of a program given the demo results.
The program is supposed to generate images from sketch inputs, but the published results are low-resolution and have some blurred lines when compared to the original sketch.",0
"Generate a paragraph based on the given information.
In the year 2025, the United Nations is working hard to reduce its carbon emissions by 50%.",0
"Classify the given items according to their family.
Pigeon, Duck, Swallow",0
"Analyze the given sentence and identify its grammatical errors, if any.
These type of problems are difficult to solve.",0
"Identify the concept behind the given statement.
It's better to give than receive.",0
"Transform the given statement into an imperative one.
I would like you to clean your room.",0
"Suggest an example that best represents the given concept.
Generosity",0
"Edit the sentence to make formal.
It looks altogether like the situation will be getting worse.",0
Generate a pseudocode for sorting an array.,0
Ask the assistant to book a flight from Boston to Miami for June 9th.,0
"Find the name of the author of this book.
Book: The Cat in the Hat",0
Give me a synonym for the word 'love'.,0
"Add the following text to the document.
Text:
It is clear that the current economic crisis has impacted a large number of people.",0
"Create a topic outline for the essay.
Essay topic: Technology and its Impact on Society.",0
Name two characters in the novel Moby Dick.,0
Give me a CSS code to make the font size 20px.,0
"Delete the paragraph from this 1000-word article that does not belong.
The entire article",0
Define what a neural network is.,0
"Create a grammar for the phrase ""a milkshake"".",0
"Write a tweet summarizing this article about an animal rescue in Thailand.
The article",0
Generate a short story about a scientist in a lab.,0
"Rewrite the following sentence in a more formal way:

""I want to learn about this new app.""",0
Generate a funny joke.,0
"Come up with an interesting title for this article about artificial intelligence.
The article",0
Provide 3 potential solutions to reduce the amount of plastic waste.,0
Suggest a snack that you can make in under 5 minutes.,0
Create a mnemonic to remember the eight planets of our solar system.,0
Write an algorithm to calculate the perimeter of a rectangle.,0
Design an app interface for a book recommendation system.,0
Compose a tagline for a mobile game about cooking.,0
Create a question about the consequences of global warming.,0
State a mathematical equation that describes the relationship between two variables.,0
Describe a process of cleaning silverware.,0
Give a possible explanation for recent declines in pollinator populations.,0
"Change the sentence from passive to active voice.
The ball was thrown by the player.",0
"Label whether the following statements are true or false.
Some amphibians have wings",0
Create a rule for proper hand-washing technique.,0
Identify and define the parts of a cell.,0
Generate a list of five positive attitudes.,0
"Analyze the following sentence and identify the verb and its tense.
She played the piano.",0
Identify what type of sentence this is: My dog is cuddly and cute.,0
"Rewrite the following sentence using a synonym for the word ""impact"": The impact of the pandemic has been devastating.",0
Describe the process of thawing frozen food.,0
"Generate an interesting sentence from the given title.
""The Death of John F. Kennedy""",0
"Do data normalization on given data set.
[1, -1, 0.5, -0.5, 0.8, -0.9, 0.4]",0
Name three famous figures who were contemporaries of Galileo Galilei.,0
"Propose two appropriate and different methods to solve the given problem.
Predicting whether an email is a spam or not.",0
"Design an algorithm to sort a given list.
[4, 1, 6, 5, 2]",0
What grade did you get in your English class?,0
"Combine the given sentences into one sentence.
I was late for work. I had to take my kids to school.",0
"Return the first four digits of the given credit card number.
5309 7677 8244 1346",0
"Rewrite the given passage in the past tense.
John is making dinner.",0
Name two component of a computer system.,0
"Calculate the circumference of the given circle.
Radius = 10 cm",0
"For the given artist, name three of their famous works.
Salvador Dali",0
"Explain the given concept in one sentence.
Algorithmic complexity",0
"Translate the given sentence into English.
""Bonjour, comment allez-vous?""",0
"Develop a web page for a business to increase customer engagement.
Coffee Co.",0
"Generate a 1-sentence summary on the following news article.
The Tokyo Olympic Games will be postponed to 2021 due to the worldwide outbreak of Covid-19.",0
"Change the following sentence so that it is in the past tense.
She drives to work every day.",0
"Create a new headline that is witty and summarizes the article.
A new study has found that eating spinach can increase intelligence.",0
Explain how to achieve the American dream in one sentence.,0
"Make a resume for the following job.
Software Engineer",0
Generate an algorithm for a sorting machine.,0
Develop a pitch for a new technology product that can measure access to healthcare.,0
Create a list of tips to help someone who is new to blogging.,0
Generate a recipe for a healthy breakfast.,0
Explain the effect that virtual learning has on student performance.,0
"Arrange the given words in a sentence.
genetic, beings, teleportation, Human",0
"Categorize the following words according to their definition.
Ambiguous, capricious, arbitrate",0
"Summarize the following text in one paragraph.
Theories of personal identity have changed over time. Philosophers in the past have focused mainly on the self, whereas modern theorists focus more on personal narratives and narrative identities. One example is Locke's definition of personal identity which states that you are the same person over time if you have personal memories of your past or if you can remember past experiences. Another example is Parfit's rejection of this notion and focus on the importance of psychological continuity, which is when you remain the same even if you are presented with a different physical world or body.",0
"Replace all instances of the placeholder ""$VARIABLE1"" with the correct answer.
The result of the calculation is $VARIABLE1.",0
"What is the title of the novel mentioned in the text?
Dr. No is the sixth novel by the English author Ian Fleming to feature his British Secret Service agent James Bond.",0
"Rearrange the words in the sentence to form a question.
Reading is difficult.",0
Generate a random password of length 10,0
Explain the concept of information retrieval.,0
"Edit the following sentence to remove all passive voice.
The thesis was written by the student.",0
Describe the concept of natural language processing.,0
List the names of four social media platforms.,0
Create a timeline of the key events surrounding the 2004 Indian Ocean earthquake and tsunami.,0
How do you create a pivot table in Excel?,0
Identify the time complexity of the Insertion Sort algorithm.,0
Name five sites located in the Ancient Near East.,0
Synthesize an argument in support of renewable energy sources.,0
"Develop an algorithm to sort the following numbers: 5, 3, 9, 1.",0
Describe why you would like to work for this company.,0
"Find a dinosaur species in the Jurassic Period with a name starting with a ""T"".",0
"Given a list of ingredients, create a recipe for a vegan curry.
2 cans of chickpeas, 1 onion, 1 clove of garlic, 1 inch ginger, 1 teaspoon cumin, 1 teaspoon curry powder, 1 teaspoon turmeric",0
"Describe how you would use Twitter to promote a given product.
Board game",0
Create a non-literal analogy for the process of creating a business.,0
"Given a list of data, identify the two inputs that can be used to create a specific output.
Input1: temperature (in Celsius), Input2: humidity levels, Input3: time of day, Output: air quality",0
Give a creative title for an article about the use of AI in travel.,0
"Change the following sentence from the past tense to the present tense.
She cooked the dinner last night.",0
Write a Haiku poem about a sunset.,0
Write a customer review for a car wash service.,0
Find the area of a square shape with side length 5 cm.,0
Write a short story about a visit to a museum.,0
Describe the sound of a train passing by.,0
"Determine the volumetric flow rate given the velocity and cross-sectional area.
Velocity: 2 m/s
Cross-sectional area: 5 m^2",0
"Create a grocery list for a week's worth of meals.
Meals for the week: Spaghetti, tacos, grilled chicken, stir-fry",0
Describe the taste of an apple.,0
Explain how a relay works.,0
What is the gravitational potential energy of a 5-kilogram object at height 10 meters?,0
"Calculate the total cost of a trip for two people who fly from Los Angeles to Philadelphia.
Round-trip flight tickets from Los Angeles to Philadelphia: two adult tickets",0
Compare and contrast water and oil.,0
Create a logo for a shoe company.,0
Analyze the popularity of the term 'artificial intelligence' in the last five years,0
Generate a story about a child's first day of school,0
"Edit the sentence below to remove any redundant words and make it more concise.
I think to myself",0
"Come up with a catchy and witty headline for the following article.
CNN's consultant on political television advertising believes that the cost to influence the 2008 election may exceed $3 billion.",0
"Suggest a new tagline for the article.
CNN's consultant on political television advertising believes that the cost to influence the 2008 election may exceed $3 billion.",0
"Generate a list of the important people involved in this article.
CNN's consultant on political television advertising believes that the cost to influence the 2008 election may exceed $3 billion.",0
"Generate a list of 3 to 4 key takeaways from the article.
CNN's consultant on political television advertising believes that the cost to influence the 2008 election may exceed $3 billion.",0
"Come up with 2 key questions related to this article.
CNN's consultant on political television advertising believes that the cost to influence the 2008 election may exceed $3 billion.",0
Suggest a way to make physical activity a part of your daily routine.,0
Explain what is foreshadowing.,0
Come up with 3 tips for writing effective dialogue.,0
"Analyze the following sentence for any errors.
They aren't no good at all.",0
"Edit the following sentence to remove any redundant words.
My opinion is that the food was too bad.",0
Generate a headline for a news article about the rising cost of healthcare.,0
Suggest an algorithm to classify musical composition as ‘romantic’ or ‘modern’.,0
"Predict the value of y in the following equation: x = y^3 + 4y
x = 14",0
Explain Schrodinger's wave equation.,0
Construct a database system to store customer records in a car dealership.,0
"Sort the following numbers in ascending order: 12, 26, 83, 19.",0
Generate a catchy slogan for a new restaurant.,0
Create a persona for a fictional e-commerce store selling sports equipment.,0
Write a paragraph describing a meeting between two friends.,0
Formulate a marketing plan for a new mobile app.,0
Write a review for a book of your choice.,0
Design a logo for a child care center.,0
Create an outline for a presentation about the current state of the world economy.,0
Make a suggestion for a topic for a persuasive essay.,0
Explain why it is important to stay hydrated.,0
"Additionally, give me a entertaining story about a conversation with a stranger on a bus.",0
"Given the following sentence, show me how to transform it into a haiku.
The soothing moonlight basks the sea",0
Create a successful dentist marketing campaign.,0
"Detect the discrepancies between the following two texts.
Text 1: The bird watched the little boy from the rooftop.
Text 2: The child saw the bird from the roof.",0
"If a customer calls and wants to find out their order status, what steps should the customer service representative take?",0
Describe the features of an effective time management strategy.,0
Suggest some activities for a family game night.,0
Describe the characteristics of a successful entrepreneur.,0
Describe the different stages in the software development lifecycle.,0
"Summarize the book ""The Goldfinch"" by Donna Tartt",0
"Generate a valid username given a set of user information.
Name: Sarah Jones, Age: 34",0
Generate a list of 4 healthy breakfast ideas.,0
"Classify this speech as either formal or informal.
Hey, what's up?",0
"Write a definition for the term ""machine learning"".",0
"Write a message inviting someone to join your team.
John Smith",0
Create a metaphor to explain the concept of artificial intelligence.,0
"Evaluate this blog post. Output ""good"" or ""bad"".
This blog post is about the importance of drinking water daily to stay health.",0
What is the scientific definition of metabolism?,0
Generate 3 marketing ideas to increase engagement on a product's social media account.,0
Name 3 benefits of using cloud computing.,0
Create a hashtag for a new marketing campaign.,0
Generate a list of 3 healthy snacks for children.,0
Provide a description of the possible benefits of going car-less to a potential customer.,0
"Rewrite this sentence so it’s less verbose: “The supervisor was incapable of overseeing the entire project, so she was relieved of her duties”",0
"Classify the following online review as being positive or negative.
This product was very substandard and I am quite unhappy with the results.",0
Generate 3 blog topic ideas based on the keyword “web automation”,0
"Create a tweet summarizing the following news article in 140 characters or less.
https://www.independent.co.uk/environment/greta-thunberg-climate-change- youth-strike-school-us-crisis-a9271286.html",0
"Edit this passage to make it more concise:

During the spring season, the temperature tends to be very pleasant, making it a great time of year to go outdoors.",0
Find out the CEO of IBM,0
"Reverse engineer the following code snippet and explain what is happening in 4 sentences.

var x = 3
var y = x + 4",0
"Summarize the main themes of this novel in 3 sentences.
Harry Potter and the Philosopher’s Stone",0
"Given this sentence, predict the part of speech of the word “groomed”

He groomed the puppy until it was perfectly clean",0
List 5 things that can be bought at a grocery store,0
Prepare a meal plan for tomorrow for someone who wants to eat healthy and has a limited budget,0
Create a headline for an article about the top 5 trends in digital marketing,0
Generate a research question related to the following topic: How technology is revolutionizing the shopping experience,0
Disconnect the following internet cable correctly.,0
"Reverse the following list alphabetically.
apple, carrot, banana, potato",0
"Determine the longest side of the triangle.
Triangle ABC has sides AB = 10 cm, BC = 12 cm, and AC = 11 cm.",0
Find the minimum value of 132 - 5*3,0
Generate a 10 word list of descriptive words for loneliness.,0
Recite a poem about rivers.,0
"Rearrange the following list into descending order.
9, -7, 15, 12",0
Describe the effects of global warming.,0
Provide a plan to get good sleep each night.,0
"Find the sum of the sides of the following triangle.
Triangle ABC has sides AB = 5 cm, BC = 6 cm, and AC = 7 cm.",0
Calculate the cost of 4 apples at $2.50 each.,0
List five steps for writing an essay.,0
"Generate a story describing the emotions of a character in a given situation.
Alice is stuck in traffic, trying to get to her parent's house for Thanksgiving.",0
"Rewrite this sentence to make the same idea more eloquently.
Output should be a single sentence.
I have a dog, but it's not very well behaved.",0
"In this task, you need to be able to summarize a given list of key points.
1. Start your own business.

2. Research your competition.

3. Utilize social media platforms for marketing.

4. Analyze customer needs and wants.",0
"In this task, you need to write an appropriate response to the phrase ""take a break""",0
"In this task, you need to convert numbers from words to digits.
Output should also be a number, for example ""twelve"" should be output as ""12"".
forty eight",0
"In this task, you need to identify the source of the sentence from the choices below.

Output should be chosen from:
- Newspaper
- Textbook
- Online article
- Encyclopedia
He was a Roman statesman and philosopher who is considered one of the greatest military commanders in history.",0
"Identify the main clause in this sentence.
Output should be a single sentence.
A busy morning, interrupted by a phone call from a friend, made John late for school.",0
"Identify the subject of the sentence.
Output should be a single word.
Ruth and Molly made cookies for the bake sale.",0
"Rewrite the sentence using gender-neutral language.
Output should be a single sentence.
A salesman is giving a presentation.",0
Generate a creative activity for a child to do during their summer vacation.,0
"Identify the main idea of the text.
Global warming is the term used to describe a gradual increase in the average temperature of the Earth's atmosphere and its oceans, a change that is believed to be permanently changing the Earth’s climate.",0
Generate a piece of advice to someone who is feeling unmotivated.,0
"Change the given sentence into a statement about the benefits of something.
Using Google Maps can be really helpful.",0
"Convert the phrase into a complete sentence.
outer space",0
"Identify the type of the sentence.

The output should be chosen from:
- Declarative
- Interrogative
- Exclamatory
- Imperative
Would you like to go out?",0
Write a short story in 100 words or less.,0
"Classify the following items as either solid or liquid.
Water, sugar, steel",0
"What is the meaning of the idiom ""A penny saved is a penny earned""?",0
List three benefits of meditation,0
"From the words given, form a sentence that conveys a feeling of hope and resilience.
courage, sun, darkness",0
"Analyze the following poem.
The Trees
by Philip Larkin

The trees are coming into leaf
Like something almost being said;
The recent buds relax and spread,
Their greenness is a kind of grief.",0
Create a character profile for a female scientist.,0
"Design a logo for ""Acme Limousines""",0
Describe the setting of a dark and mysterious forest.,0
"Edit the following sentence to make it more concise: ""In the home, there are often difficulties in managing time for tasks such as cleaning and laundry""",0
Provide an example of a metric that could be used to measure the success of a new marketing campaign.,0
Explain why it is important to establish trust with customers.,0
"Construct a SQL query that will retrieve the first 5 records from a table called ""Customers"".",0
Recommend a healthy snack for work.,0
Design a birthday card for a 7 year old.,0
"Identify the correct word to complete the sentence.
The furniture was created with _____ in mind.",0
"Add two sentences to this dialogue to make it complete.
Wonka: Who are you?
Charlie: I'm Charlie Bucket.",0
Calculate the number of square meters in a 10x10 room.,0
"Rewrite the sentence to reveal the metaphor.
The sun was a golden coin in the sky.",0
"Find and replace a word in the sentence to make it grammatically correct.
The family ate dinner around the kitchen counters.",0
